fieldtrip	ID_reg	sampling_day	date	hour	sampling_point	Y	pitfall	pitfall_code	aiq_code	TUF	treatment	treat_code	lat	long	genus	specie	sp_code	recapture	colected	Etiqueta_MRCM	sex	svl_mm	tail_mm	reg_tail	CRC_original	tail_original	att	reg_tail_original	gross_weight	sexo_provisório	bag_weight	weight_animal	sample	att_recente	machucado_recente	cicatriz_umbilical	cicatriz_corpo	ácaro	att_manuseio	ovada	obs1	obs2	obs3	obs4	obs5	obs6	obs_correcao_planilha_sexo	obs_correcao_planilha_peso_do_saco	obs_correcao_planilha_att	obs_sucesso_captura
C2	1152	4	30/03/2021	11:53	6	d	p	6dp	C2-6d	3	C	3C	-11.225848	-46.892712	Ameivula	jalapensis	amejal	NA	NA	NA	J	49.4	118	NA	4.94	11.8	NA	NA	4.1	j	0.7	3.4	NA	NA	NA	NA	NA	barriga	NA	NA	acbg_acaro_na_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1159	4	30/03/2021	12:14	6	b	c	6bc	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	NA	NA	NA	M	50.9	110	NA	5.09	11	NA	NA	4.6	m	0.7	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1160	4	30/03/2021	12:14	6	b	c	6bc	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	morto_e_mastigado._Não_coletado	"preenchi_as_informações_de_aiq_hoje._As_células_estavam_vazias_e_acredito_que_era_pelo_meu_método_de_passar_os_dados_a_limpo._Quando_era_mesma_AIQ,_eu_deixava_em_branco_e_depois_preenchia._Acredito_que_os_em_branco_são_iguais_aos_de_cima._Fiz_isso_como_padrão_para_todos_os_casos_(14/11/2022)"	NA	NA	NA	NA	NA	NA	NA	NA
C2	1162	4	30/03/2021	12:43	8	b	p	8bp	C2-8b	4	Q	4Q	-11.241228	-46.836806	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	5	f	0.7	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1163	4	30/03/2021	12:43	8	b	p	8bp	C2-8b	4	Q	4Q	-11.241228	-46.836806	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6	NA	0.7	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	"preenchi_as_informações_de_aiq_hoje._As_células_estavam_vazias_e_acredito_que_era_pelo_meu_método_de_passar_os_dados_a_limpo._Quando_era_mesma_AIQ,_eu_deixava_em_branco_e_depois_preenchia._Acredito_que_os_em_branco_são_iguais_aos_de_cima._Fiz_isso_como_padrão_para_todos_os_casos_(14/11/2022)"	NA	NA	NA	NA	NA	NA	NA	NA
C2	1164	4	30/03/2021	12:46	8	b	p	8bp	C2-8b	4	Q	4Q	-11.241228	-46.836806	Ameivula	jalapensis	amejal	x	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	5.9	m	0.7	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1186	5	31/03/2021	10:34	6	b	p	6bp	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	x	NA	NA	J	NA	NA	NA	NA	NA	NA	NA	5.2	j	0.7	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1199	6	01/04/2021	08:03	2	A	P	2AP	C2-2A	5	Q	5Q	-11.183448	-46.883839	Ameivula	jalapensis	amejal	NA	NA	NA	J	50	37	76	5	3.7	x	7.6	3.7	NA	0.7	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1205	6	01/04/2021	08:58	3	b	P	3bP	C2-3b	4	Q	4Q	-11.185035	-46.889986	Ameivula	jalapensis	amejal	x	NA	NA	J	NA	NA	NA	NA	NA	NA	NA	3.4	NA	0.7	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1228	6	01/04/2021	11:27	6	C	C	6CC	C2-6C	3	C	3C	-11.226801	-46.893025	Ameivula	jalapensis	amejal	NA	NA	NA	NA	91.1	76	49	9.11	7.6	x	4.9	2.9	NA	0.7	2.2	NA	NA	NA	NA	NA	virilha	NA	NA	acaro_na_virilha	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1231	6	01/04/2021	11:42	6	D	P	6DP	C2-6D	3	C	3C	-11.225848	-46.892712	Ameivula	jalapensis	amejal	NA	NA	NA	F	54	140	NA	5.4	14	NA	NA	5.1	NA	0.7	4.4	NA	NA	mão	NA	NA	NA	NA	NA	mão_esquerda_machucada	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1237	6	01/04/2021	12:34	8	C	P	8CP	C2-8C	4	Q	4Q	-11.240784	-46.837703	Ameivula	jalapensis	amejal	NA	NA	NA	M	53	113	NA	5.3	11.3	NA	NA	5	NA	0.7	4.3	NA	NA	NA	NA	NA	barriga_virilha	NA	NA	acaro_na_virilha_e_na_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1239	6	01/04/2021	12:45	8	D	P	8DP	C2-8D	4	Q	4Q	-11.241617	-46.838232	Ameivula	jalapensis	amejal	NA	NA	NA	J	31.5	61	NA	3.15	6.1	NA	NA	2.3	NA	0.7	1.6	NA	NA	NA	sim	NA	NA	NA	NA	NA	cicatriz_umbilical	NA	NA	NA	NA	NA	NA	NA	NA
C2	1245	7	02/04/2021	06:59	1	b	p	1bp	C2-1b	5	C	5C	-11.157742	-46.881983	Ameivula	jalapensis	amejal	NA	NA	NA	m	56.7	142	NA	5.67	14.2	NA	NA	5	NA	0.7	4.3	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_na_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1251	7	02/04/2021	08:35	3	c	c	3cc	C2-3c	4	Q	4Q	-11.186071	-46.890072	Ameivula	jalapensis	amejal	NA	NA	NA	j	41.8	93	NA	4.18	9.3	NA	NA	3.2	NA	0.7	2.5	NA	NA	NA	NA	NA	NA	NA	NA	atacado_pela_lacraia	fez_coco_	acaro_na_barriga	NA	NA	NA	NA	NA	NA	NA
C2	1252	7	02/04/2021	08:38	3	d	p	3dp	C2-3d	4	Q	4Q	-11.186058	-46.889083	Ameivula	jalapensis	amejal	NA	NA	NA	m	53	75	NA	5.3	7.5	x	NA	4.6	NA	0.7	3.9	NA	sim	NA	NA	NA	NA	NA	NA	att_recente	ácaro_na_barriga	NA	NA	NA	NA	NA	NA	NA	NA
C2	1260	7	02/04/2021	10:43	6	b	c	6bc	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	NA	NA	185	m	65.9	151	NA	6.59	15.1	NA	NA	5.3	NA	0	5.3	NA	NA	NA	NA	NA	NA	NA	NA	morto_no_balde	NA	NA	NA	NA	NA	NA	"O_peso_do_saco_estava_como_***_porque_o_animal_foi_pesado_sem_saco._Vou_alterar_para_0,0"	NA	NA
C2	1262	8	03/04/2021	06:43	1	b	p	1bp	C2-1b	5	C	5C	-11.157742	-46.881983	Ameivula	jalapensis	amejal	NA	NA	NA	m	55.9	139	NA	5.59	13.9	NA	NA	5.4	NA	0.7	4.7	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_na_barriga	fez_coco_	NA	NA	NA	NA	NA	NA	NA	NA
C2	1265	8	03/04/2021	06:58	1	c	p	1cp	C2-1c	5	C	5C	-11.157297	-46.883036	Ameivula	jalapensis	amejal	NA	NA	NA	m	53.8	110	NA	5.38	11	NA	NA	4.1	NA	0	4.1	NA	NA	NA	NA	NA	NA	NA	NA	comido_no_balde	peso_sem_saco	NA	NA	NA	NA	NA	"O_peso_do_saco_estava_como_***_porque_o_animal_foi_pesado_sem_saco._Vou_alterar_para_0,0"	NA	NA
C2	1291	8	03/04/2021	10:14	5	d	p	5dp	C2-5d	4	C	4C	-11.213834	-46.878326	Ameivula	jalapensis	amejal	NA	NA	NA	j	32.7	65	NA	3.27	6.5	NA	NA	2.2	NA	0.7	1.5	NA	NA	NA	sim	NA	NA	NA	NA	NA	cicatriz_umbilical	NA	NA	NA	NA	NA	NA	NA	NA
C2	1294	8	03/04/2021	10:48	6	a	p	6ap	C2-6a	3	C	3C	-11.225943	-46.89159	Ameivula	jalapensis	amejal	NA	NA	NA	M	54.9	104	43	5.49	10.4	x	4.3	5.2	NA	0.7	4.5	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_na_barriga	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C2	1295	8	03/04/2021	10:48	6	a	p	6ap	C2-6a	3	C	3C	-11.225943	-46.89159	Ameivula	jalapensis	amejal	NA	NA	NA	m	56.7	121	51	5.67	12.1	x	5.1	5.4	NA	0.7	4.7	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_na_barriga	fazendo_muda	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C2	1296	8	03/04/2021	11:01	6	b	p	6bp	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	NA	NA	NA	m	66.2	129	NA	6.62	12.9	NA	NA	6	NA	0.7	5.3	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_na_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1300	8	03/04/2021	11:44	8	b	p	8bp	C2-8b	4	Q	4Q	-11.241228	-46.836806	Ameivula	jalapensis	amejal	NA	NA	NA	f	57	37	36	5.7	3.7	x	3.6	5.3	NA	0.7	4.6	NA	sim	NA	NA	NA	NA	NA	NA	att_recente	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1301	8	03/04/2021	11:52	8	c	c	8cc	C2-8c	4	Q	4Q	-11.240784	-46.837703	Ameivula	jalapensis	amejal	NA	NA	NA	j	42.4	94	NA	4.24	9.4	NA	NA	3.1	NA	0.7	2.4	NA	NA	NA	NA	NA	barriga_virilha	NA	NA	acaro_na_barriga_e_virilha	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1331	9	04/04/2021	09:50	4	c	c	4cc	C2-4c	4	Q	4Q	-11.206244	-46.888279	Ameivula	jalapensis	amejal	NA	x	188	j	31.6	63	NA	3.16	6.3	NA	NA	2.2	NA	0.7	1.5	NA	NA	NA	sim	NA	NA	NA	NA	morreu_no_calor_do_carro	cicatriz_umbilical	NA	NA	NA	NA	NA	NA	NA	NA
C2	1343	9	04/04/2021	11:09	5	b	p	5bp	C2-5b	4	C	4C	-11.212648	-46.877111	Ameivula	jalapensis	amejal	NA	NA	NA	NA	40	94	NA	4	9.4	NA	NA	2.9	NA	0.7	2.2	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_na_barriga	fez_coco_	NA	NA	NA	NA	NA	NA	NA	NA
C2	1350	9	04/04/2021	12:16	6	c	p	6cp	C2-6c	3	C	3C	-11.226801	-46.893025	Ameivula	jalapensis	amejal	NA	NA	NA	M	47.6	116	NA	4.76	11.6	NA	NA	3.7	NA	0.7	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1355	9	04/04/2021	12:39	6	d	p	6dp	C2-6d	3	C	3C	-11.225848	-46.892712	Ameivula	jalapensis	amejal	NA	NA	NA	m	54.9	130.9	NA	5.49	13.09	NA	NA	5.5	NA	0.7	4.8	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_na_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1379	10	05/04/2021	08:36	4	b	p	4bp	C2-4b	4	Q	4Q	-11.205239	-46.888345	Ameivula	jalapensis	amejal	NA	NA	NA	f	48.7	114	NA	4.87	11.4	NA	NA	3.6	NA	0.7	2.9	NA	NA	NA	NA	NA	barriga_cauda_virilha	NA	NA	acaro_barriga_virilha_e_base_da_cauda	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1381	10	05/04/2021	08:44	4	d	p	4dp	C2-4d	4	Q	4Q	-11.206275	-46.887185	Ameivula	jalapensis	amejal	x	NA	NA	f	NA	NA	NA	NA	NA	NA	NA	5	NA	0.7	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1386	10	05/04/2021	09:27	5	c	c	5cc	C2-5c	4	C	4C	-11.213708	-46.876888	Ameivula	jalapensis	amejal	NA	NA	NA	NA	34.9	69	NA	3.49	6.9	NA	NA	2	NA	0.7	1.3	NA	NA	NA	sim	NA	barriga	NA	NA	acaro_na_barriga	cicatriz_umbilical	fez_coco	NA	NA	NA	NA	NA	NA	NA
C2	1402	11	06/04/2021	NA	1	c	p	1cp	C2-1c	5	C	5C	-11.157297	-46.883036	Ameivula	jalapensis	amejal	NA	NA	NA	m	56.3	146	NA	5.63	14.6	NA	NA	5.3	NA	0.7	4.6	NA	NA	NA	NA	NA	barriga_cauda	NA	NA	acaro_barriga_e_cauda	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1411	11	06/04/2021	NA	2	a	p	2ap	C2-2a	5	Q	5Q	-11.183448	-46.883839	Ameivula	jalapensis	amejal	NA	NA	NA	f	57.6	132	NA	5.76	13.2	NA	NA	5.4	NA	0.7	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1412	11	06/04/2021	NA	2	c	c	2cc	C2-2c	5	Q	5Q	-11.182674	-46.882425	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	5.7	NA	0.7	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1430	11	06/04/2021	NA	6	a	c	6ac	C2-6a	3	C	3C	-11.225943	-46.89159	Ameivula	jalapensis	amejal	NA	NA	NA	NA	53.9	16.6	NA	5.39	1.66	x	NA	4.8	NA	0.7	4.1	NA	sim	NA	NA	NA	barriga	NA	NA	att_recente	acaro_barriga	NA	NA	NA	NA	NA	NA	NA	NA
C2	1432	11	06/04/2021	NA	6	b	p	6bp	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	NA	NA	NA	j	32.2	67	NA	3.22	6.7	NA	NA	1.9	NA	0.7	1.2	NA	NA	NA	sim	NA	NA	NA	NA	NA	cicatriz_umbilical	NA	NA	NA	NA	NA	NA	NA	NA
C2	1437	11	06/04/2021	NA	8	b	p	8bp	C2-8b	4	Q	4Q	-11.241228	-46.836806	Ameivula	jalapensis	amejal	NA	NA	NA	j	35.6	70.7	38	3.56	7.07	x	3.8	2.4	NA	0.7	1.7	NA	NA	NA	sim	NA	barriga_cloaca_virilha	NA	NA	acaro_barriga_virilha_e_cloaca	cicatriz_umbilical	NA	NA	NA	NA	NA	NA	NA	NA
C2	1452	12	07/04/2021	07:46	2	d	p	2dp	C2-2d	5	Q	5Q	-11.182414	-46.883345	Ameivula	jalapensis	amejal	NA	NA	NA	m	45.3	100	NA	4.53	10	NA	NA	3.2	NA	0.7	2.5	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1453	12	07/04/2021	08:11	3	a	p	3ap	C2-3a	4	Q	4Q	-11.184912	-46.888855	Ameivula	jalapensis	amejal	NA	NA	NA	m	47.6	109	NA	4.76	10.9	NA	NA	3.5	NA	0.7	2.8	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1461	12	07/04/2021	08:45	3	d	p	3dp	C2-3d	4	Q	4Q	-11.186058	-46.889083	Ameivula	jalapensis	amejal	NA	NA	NA	f	56.3	124	NA	5.63	12.4	NA	NA	5.2	NA	0.7	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1463	12	07/04/2021	09:14	4	b	p	4bp	C2-4b	4	Q	4Q	-11.205239	-46.888345	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	4.5	NA	0.7	3.8	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1464	12	07/04/2021	09:14	4	b	p	4bp	C2-4b	4	Q	4Q	-11.205239	-46.888345	Ameivula	jalapensis	amejal	NA	NA	NA	f	NA	NA	NA	NA	NA	NA	NA	5.1	NA	0.7	4.4	NA	NA	NA	NA	NA	barriga_cloaca_virilha	NA	NA	acaro_barriga_virilha_e_cloaca	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1467	12	07/04/2021	09:14	4	b	p	4bp	C2-4b	4	Q	4Q	-11.205239	-46.888345	Ameivula	jalapensis	amejal	NA	NA	NA	m	47.6	108	NA	4.76	10.8	NA	NA	3.5	NA	0.7	2.8	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1471	12	07/04/2021	10:15	5	a	p	5ap	C2-5a	4	C	4C	-11.212815	-46.8782	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	5	m	0.7	4.3	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1474	12	07/04/2021	10:20	5	b	p	5bp	C2-5b	4	C	4C	-11.212648	-46.877111	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	5.1	m	0.7	4.4	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1479	12	07/04/2021	11:20	8	a	p	8ap	C2-8a	4	Q	4Q	-11.242036	-46.837305	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	4.6	m	0.7	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1481	12	07/04/2021	11:28	8	b	p	8bp	C2-8b	4	Q	4Q	-11.241228	-46.836806	Ameivula	jalapensis	amejal	NA	NA	NA	f	56.8	115	NA	5.68	11.5	NA	NA	5.4	f	0.7	4.7	NA	NA	NA	NA	NA	barriga	NA	sim	acaro_barriga	ovada	NA	NA	NA	NA	NA	NA	NA	NA
C2	1483	12	07/04/2021	11:34	8	c	p	8cp	C2-8c	4	Q	4Q	-11.240784	-46.837703	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	5	m	0.7	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1488	12	07/04/2021	12:27	6	a	p	6ap	C2-6a	3	C	3C	-11.225943	-46.89159	Ameivula	jalapensis	amejal	NA	NA	NA	f	57.7	146	NA	5.77	14.6	NA	NA	6	f	0.7	5.3	NA	NA	NA	NA	NA	barriga	NA	sim	acaro_barriga	ovada	coco	NA	NA	NA	NA	NA	NA	NA
C2	1490	12	07/04/2021	12:34	6	b	p	6bp	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	4.9	m	0.7	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1492	12	07/04/2021	12:40	6	c	p	6cp	C2-6c	3	C	3C	-11.226801	-46.893025	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	5.2	m	0.7	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1493	12	07/04/2021	12:43	6	d	p	6dp	C2-6d	3	C	3C	-11.225848	-46.892712	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	5.3	m	0.7	4.6	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1512	13	08/04/2021	07:13	1	c	p	1cp	C2-1c	5	C	5C	-11.157297	-46.883036	Ameivula	jalapensis	amejal	NA	NA	NA	f	59	112	NA	5.9	11.2	NA	NA	5.8	f	0.7	5.1	NA	NA	NA	NA	NA	NA	NA	provavelmente	barriguda	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1513	13	08/04/2021	07:52	2	a	p	2ap	C2-2a	5	Q	5Q	-11.183448	-46.883839	Ameivula	jalapensis	amejal	NA	NA	NA	j	33.3	65	NA	3.33	6.5	NA	NA	1.9	j	0.7	1.2	NA	NA	NA	sim	NA	NA	NA	NA	NA	cicatriz_umbilical	NA	NA	NA	NA	NA	NA	NA	NA
C2	1514	13	08/04/2021	08:14	2	b	c	2bc	C2-2b	5	Q	5Q	-11.183628	-46.882763	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	4.6	m	0.7	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1515	13	08/04/2021	08:32	3	a	c	3ac	C2-3a	4	Q	4Q	-11.184912	-46.888855	Ameivula	jalapensis	amejal	NA	NA	NA	f	55.9	82	40	5.59	8.2	x	4	4.5	f	0.7	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1522	13	08/04/2021	09:32	4	b	p	4bp	C2-4b	4	Q	4Q	-11.205239	-46.888345	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	5.5	m	0.7	4.8	NA	NA	NA	NA	NA	barriga	NA	NA	mordeu	acaro_barriga	falta_escama_na_cabeça	NA	NA	NA	NA	NA	NA	NA
C2	1528	13	08/04/2021	10:22	5	d	p	5dp	C2-5d	4	C	4C	-11.213834	-46.878326	Ameivula	jalapensis	amejal	NA	NA	NA	j	33.5	69	NA	3.35	6.9	NA	NA	2.3	j	0.7	1.6	NA	NA	NA	sim	NA	barriga	NA	NA	acaro_barriga	cicatriz_umbilical	coco	NA	NA	NA	NA	NA	NA	NA
C2	1529	13	08/04/2021	10:56	6	b	p	6bp	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	3.4	NA	0.7	2.7	NA	NA	NA	NA	NA	barriga_cauda	NA	NA	acaro_barriga_base_cauda	NA	NA	NA	NA	NA	"O_sexo_estava_como_f/j._Vou_deixar_apenas_como_fêmea,_porque_o_fato_de_ser_jovem_dá_pra_ver_pelas_medidas_morfométricas"	NA	NA	NA
C2	1530	13	08/04/2021	10:56	6	b	c	6bc	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	x	NA	NA	f	NA	NA	NA	NA	NA	NA	NA	5.3	f	0.7	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1532	13	08/04/2021	11:36	8	b	p	8bp	C2-8b	4	Q	4Q	-11.241228	-46.836806	Ameivula	jalapensis	amejal	NA	NA	NA	j	48.2	114	NA	4.82	11.4	NA	NA	3.6	j	0.7	2.9	NA	NA	NA	NA	NA	barriga	NA	NA	acaro_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1544	14	09/04/2021	07:44	3	c	p	3cp	C2-3c	4	Q	4Q	-11.186071	-46.890072	Ameivula	jalapensis	amejal	NA	NA	NA	j	33	75	NA	3.3	7.5	NA	NA	2.1	j	0.7	1.4	NA	NA	NA	sim	NA	barriga	NA	NA	acaro_barriga	cicatriz_umbilical	coco	NA	NA	NA	NA	NA	NA	NA
C2	1550	14	09/04/2021	08:30	4	b	p	4bp	C2-4b	4	Q	4Q	-11.205239	-46.888345	Ameivula	jalapensis	amejal	NA	NA	NA	m	51.9	132	NA	5.19	13.2	NA	NA	4.8	m	0.7	4.1	NA	NA	NA	NA	costas	NA	NA	NA	cicatriz_nas_costas	coco	NA	NA	NA	NA	NA	NA	NA	NA
C2	1559	14	09/04/2021	09:49	5	c	p	5cp	C2-5c	4	C	4C	-11.213708	-46.876888	Ameivula	jalapensis	amejal	NA	NA	NA	f	55.5	132	NA	5.55	13.2	NA	NA	5.6	f	0.7	4.9	NA	NA	NA	NA	NA	NA	NA	sim	ovada_(ovos_pequenos)	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1565	14	09/04/2021	10:27	6	b	p	6bp	C2-6b	3	C	3C	-11.226958	-46.891822	Ameivula	jalapensis	amejal	x	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	5.8	m	0.7	5.1	NA	NA	NA	NA	pescoço	pescoço	NA	NA	tem_acaro_próximo_do_pescoço	cicatriz_no_pescoço	NA	NA	NA	NA	NA	NA	NA	NA
C2	1567	14	09/04/2021	10:34	6	c	p	6cp	C2-6c	3	C	3C	-11.226801	-46.893025	Ameivula	jalapensis	amejal	NA	NA	NA	m	NA	NA	NA	NA	NA	NA	NA	4.9	m	0.7	4.2	NA	NA	NA	NA	NA	barriga_cauda	NA	NA	acaro_barriga_e_cauda	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1577	15	10/04/2021	06:23	1	a	p	1ap	C2-1a	5	C	5C	-11.15884	-46.881882	Ameivula	jalapensis	amejal	NA	NA	NA	NA	54.3	28	21	5.43	2.8	x	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	1595	15	10/04/2021	09:50	6	c	p	6cp	C2-6c	3	C	3C	-11.226801	-46.893025	Ameivula	jalapensis	amejal	NA	NA	NA	j	40.5	28	21	4.05	2.8	x	2.1	2.8	j	0.7	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3	1610	1	18/04/2021	07:32	2	b	p	2bp	C3-2b	3	Q	3Q	-11.115872	-46.715975	Ameivula	jalapensis	amejal	NA	NA	NA	f	58	135	NA	5.8	13.5	NA	NA	4.4	f	0.7	3.7	NA	NA	NA	NA	NA	cauda	NA	NA	fazendo_muda	acaro_na_cauda	NA	NA	NA	NA	NA	NA	NA	NA
C3	1617	1	18/04/2021	08:21	3	c	c	3cc	C3-3c	4	Q	4Q	-11.121977	-46.706638	Ameivula	jalapensis	amejal	NA	NA	NA	f	57.5	140	65	5.75	14	x	6.5	4.8	f	0.7	4.1	NA	NA	NA	NA	NA	barriga	sim	NA	acbg_acaro_na_barriga	fez_att_no_balde	fez_coco	NA	NA	NA	NA	NA	NA	NA
C3	1625	1	18/04/2021	09:42	5	a	p	5ap	C3-5a	3	C	3C	-11.126891	-46.711226	Ameivula	jalapensis	amejal	NA	NA	NA	f	56.6	140	NA	5.66	14	NA	NA	4.8	f	0.7	4.1	NA	NA	NA	NA	NA	barriga	NA	NA	acbg_acaro_na_barriga	NA	NA	NA	NA	NA	NA	NA	NA	NA
